OpenTimeUtc,Open,High,Low,Close,TickVolume,Spread
2026-09-11T18:10:34.512+00:00,4355.47,4355.69,4355.26,4355.65,25,0.09
2026-09-11T18:10:42.904+00:00,4355.69,4355.7,4355.05,4355.05,25,0.11
2026-09-11T18:10:50.873+00:00,4354.86,4356.15,4354.86,4355.96,25,0.1
2026-09-11T18:10:58.416+00:00,4356.05,4356.05,4355.51,4355.51,25,0.1
2026-09-11T18:11:08.442+00:00,4355.45,4355.64,4354.84,4354.95,25,0.09
2026-09-11T18:11:14.909+00:00,4355.07,4355.27,4354.99,4355.02,25,0.1
2026-09-11T18:11:23.558+00:00,4355.02,4355.16,4354.42,4354.75,25,0.08
2026-09-11T18:11:31.710+00:00,4354.78,4354.81,4354.1,4354.53,25,0.08
2026-09-11T18:11:39.917+00:00,4354.49,4355.03,4354.41,4354.87,25,0.11
2026-09-11T18:11:48.640+00:00,4354.9,4355.03,4354.38,4355.03,25,0.08
2026-09-11T18:11:56.721+00:00,4355.03,4355.03,4354.43,4354.71,25,0.08
2026-09-11T18:12:05.249+00:00,4354.49,4354.79,4353.59,4353.72,25,0.1
2026-09-11T18:12:12.475+00:00,4353.74,4354.17,4353.71,4354.04,25,0.09
2026-09-11T18:12:20.131+00:00,4353.97,4354.04,4353.39,4353.57,25,0.08
2026-09-11T18:12:26.408+00:00,4353.55,4354.79,4353.55,4354.79,25,0.09
2026-09-11T18:12:33.463+00:00,4354.82,4354.82,4353.64,4353.72,25,0.1
2026-09-11T18:12:41.100+00:00,4353.75,4353.75,4353.09,4353.1,25,0.11
2026-09-11T18:12:47.349+00:00,4353.05,4353.05,4352.45,4352.66,25,0.08
2026-09-11T18:12:55.018+00:00,4352.7,4353.06,4352.57,4352.79,25,0.09
2026-09-11T18:13:02.205+00:00,4352.79,4353.09,4352.38,4352.68,25,0.08
2026-09-11T18:13:08.973+00:00,4352.8,4352.87,4352.55,4352.83,25,0.08
2026-09-11T18:13:16.644+00:00,4352.79,4352.79,4352.22,4352.72,25,0.11
2026-09-11T18:13:23.496+00:00,4352.81,4352.84,4351.89,4351.94,25,0.1
2026-09-11T18:13:30.255+00:00,4352.01,4352.45,4352.01,4352.4,25,0.11
2026-09-11T18:13:38.172+00:00,4352.11,4352.13,4351.05,4351.74,25,0.09
2026-09-11T18:13:45.070+00:00,4352.02,4352.02,4350.39,4350.39,25,0.14
2026-09-11T18:13:54.720+00:00,4350.35,4351.23,4350.06,4350.06,25,0.09
2026-09-11T18:14:01.542+00:00,4350.07,4350.19,4348.27,4348.58,25,0.11
2026-09-11T18:14:09.186+00:00,4348.51,4349.22,4347.91,4349.22,25,0.14
2026-09-11T18:14:16.092+00:00,4349.31,4349.53,4347.33,4347.75,25,0.11
2026-09-11T18:14:21.948+00:00,4347.99,4348.51,4347.64,4348.3,25,0.12
2026-09-11T18:14:28.083+00:00,4348.25,4348.28,4345.86,4346.73,25,0.08
2026-09-11T18:14:34.682+00:00,4346.77,4347.07,4346.5,4347.06,25,0.08
2026-09-11T18:14:40.466+00:00,4347.13,4347.54,4346.84,4347.54,25,0.1
2026-09-11T18:14:46.400+00:00,4347.47,4347.53,4346.4,4346.89,25,0.08
2026-09-11T18:14:53.423+00:00,4346.87,4347.3,4346.81,4346.92,25,0.08
2026-09-11T18:15:01.038+00:00,4346.66,4346.88,4346.52,4346.83,25,0.08
2026-09-11T18:15:07.705+00:00,4346.26,4346.42,4344.93,4345.11,25,0.09
2026-09-11T18:15:14.183+00:00,4345.24,4345.83,4345.24,4345.59,25,0.08
2026-09-11T18:15:21.404+00:00,4345.64,4346.91,4345.61,4346.91,25,0.08
2026-09-11T18:15:27.974+00:00,4346.98,4348.03,4346.81,4348.03,25,0.08
2026-09-11T18:15:35.060+00:00,4348.02,4348.89,4348.0,4348.24,25,0.12
2026-09-11T18:15:41.837+00:00,4348.25,4348.5,4346.94,4347.12,25,0.08
2026-09-11T18:15:48.985+00:00,4347.11,4348.44,4347.11,4348.19,25,0.09
2026-09-11T18:15:55.644+00:00,4348.3,4348.97,4347.8,4347.81,25,0.11
2026-09-11T18:16:02.125+00:00,4347.82,4348.99,4347.82,4348.7,25,0.08
2026-09-11T18:16:08.061+00:00,4348.49,4349.02,4348.46,4348.82,25,0.1
2026-09-11T18:16:14.685+00:00,4348.88,4349.17,4348.71,4348.98,25,0.08
2026-09-11T18:16:21.890+00:00,4349.25,4349.86,4348.67,4348.67,25,0.1
2026-09-11T18:16:28.285+00:00,4348.87,4349.28,4348.86,4349.23,25,0.08
2026-09-11T18:16:35.616+00:00,4349.15,4349.15,4348.67,4349.0,25,0.11
2026-09-11T18:16:41.555+00:00,4348.9,4349.13,4348.85,4348.9,25,0.08
2026-09-11T18:16:48.455+00:00,4348.92,4349.38,4348.5,4349.32,25,0.08
2026-09-11T18:16:54.788+00:00,4349.31,4349.42,4348.95,4349.31,25,0.08
2026-09-11T18:17:02.576+00:00,4349.32,4349.74,4349.08,4349.73,25,0.08
2026-09-11T18:17:10.042+00:00,4349.76,4350.32,4349.15,4350.27,25,0.11
2026-09-11T18:17:18.083+00:00,4350.31,4350.59,4350.26,4350.58,25,0.09
2026-09-11T18:17:24.988+00:00,4350.55,4350.55,4349.99,4350.07,25,0.08
2026-09-11T18:17:33.258+00:00,4349.43,4350.15,4349.2,4349.88,25,0.11
2026-09-11T18:17:39.578+00:00,4349.94,4350.29,4349.46,4349.94,25,0.08
2026-09-11T18:17:47.711+00:00,4349.96,4350.64,4349.86,4350.44,25,0.08
2026-09-11T18:17:54.158+00:00,4350.32,4350.4,4349.8,4350.35,25,0.08
2026-09-11T18:18:03.558+00:00,4350.36,4350.49,4350.22,4350.41,25,0.08
2026-09-11T18:18:11.534+00:00,4350.3,4350.63,4350.1,4350.43,25,0.08
2026-09-11T18:18:20.187+00:00,4350.45,4350.51,4348.91,4349.14,25,0.08
2026-09-11T18:18:27.048+00:00,4349.12,4349.95,4348.88,4349.74,25,0.08
2026-09-11T18:18:33.868+00:00,4349.92,4350.35,4349.68,4350.35,25,0.08
2026-09-11T18:18:40.880+00:00,4350.33,4350.71,4349.65,4350.71,25,0.08
2026-09-11T18:18:48.421+00:00,4350.73,4351.41,4350.65,4350.97,25,0.11
2026-09-11T18:18:55.226+00:00,4351.06,4351.28,4350.69,4350.91,25,0.08
2026-09-11T18:19:05.548+00:00,4350.89,4351.51,4350.89,4351.49,25,0.08
2026-09-11T18:19:13.039+00:00,4351.32,4352.09,4351.22,4352.09,25,0.08
2026-09-11T18:19:20.519+00:00,4352.15,4352.21,4350.69,4351.05,25,0.08
2026-09-11T18:19:26.224+00:00,4351.06,4351.26,4350.83,4351.26,25,0.08
2026-09-11T18:19:37.168+00:00,4351.25,4351.5,4351.01,4351.19,25,0.08
2026-09-11T18:19:44.542+00:00,4351.18,4351.55,4350.71,4350.86,25,0.08
2026-09-11T18:19:52.984+00:00,4350.75,4351.48,4349.53,4349.86,25,0.08
2026-09-11T18:20:00.614+00:00,4349.65,4350.28,4349.61,4350.2,25,0.09
2026-09-11T18:20:06.619+00:00,4350.18,4350.23,4345.02,4346.55,25,0.08
2026-09-11T18:20:13.149+00:00,4346.89,4347.53,4345.44,4347.06,25,0.08
2026-09-11T18:20:19.021+00:00,4347.03,4347.38,4346.66,4347.13,25,0.13
2026-09-11T18:20:24.664+00:00,4347.02,4347.33,4346.18,4347.15,25,0.08
2026-09-11T18:20:30.367+00:00,4346.83,4348.15,4346.83,4347.97,25,0.11
2026-09-11T18:20:36.406+00:00,4347.94,4348.24,4347.42,4347.42,25,0.12
2026-09-11T18:20:42.232+00:00,4347.4,4348.4,4347.36,4348.35,25,0.1
2026-09-11T18:20:48.558+00:00,4348.5,4348.78,4345.84,4345.91,25,0.08
2026-09-11T18:20:54.579+00:00,4346.11,4347.31,4346.11,4346.72,25,0.1
2026-09-11T18:21:00.262+00:00,4346.73,4347.54,4346.51,4346.69,25,0.09
