ts_recv_utc,bid,ask,spread,msg_seq
2026-09-11T18:55:15.859+00:00,153.746,153.75,0.004,210
2026-09-11T18:55:16.056+00:00,153.747,153.75,0.003,210
2026-09-11T18:55:16.664+00:00,153.748,153.751,0.003,210
2026-09-11T18:55:16.864+00:00,153.747,153.75,0.003,210
2026-09-11T18:55:17.266+00:00,153.748,153.751,0.003,210
2026-09-11T18:55:17.470+00:00,153.747,153.75,0.003,210
2026-09-11T18:55:17.875+00:00,153.748,153.751,0.003,210
2026-09-11T18:55:18.072+00:00,153.747,153.75,0.003,210
2026-09-11T18:55:18.271+00:00,153.748,153.751,0.003,210
2026-09-11T18:55:18.474+00:00,153.747,153.75,0.003,210
2026-09-11T18:55:18.677+00:00,153.748,153.751,0.003,210
2026-09-11T18:55:18.876+00:00,153.747,153.75,0.003,210
2026-09-11T18:55:22.711+00:00,153.746,153.749,0.003,210
2026-09-11T18:55:22.912+00:00,153.747,153.75,0.003,211
2026-09-11T18:55:23.126+00:00,153.746,153.749,0.003,211
2026-09-11T18:55:23.329+00:00,153.748,153.751,0.003,211
2026-09-11T18:55:24.386+00:00,153.746,153.749,0.003,211
2026-09-11T18:55:24.586+00:00,153.748,153.751,0.003,211
2026-09-11T18:55:25.653+00:00,153.746,153.749,0.003,211
2026-09-11T18:55:25.855+00:00,153.747,153.75,0.003,211
2026-09-11T18:55:26.255+00:00,153.748,153.75,0.002,211
2026-09-11T18:55:26.455+00:00,153.746,153.749,0.003,211
2026-09-11T18:55:27.619+00:00,153.745,153.748,0.003,211
2026-09-11T18:55:28.225+00:00,153.746,153.749,0.003,211
2026-09-11T18:55:28.424+00:00,153.745,153.748,0.003,211
2026-09-11T18:55:28.628+00:00,153.745,153.746,0.001,211
2026-09-11T18:55:28.828+00:00,153.745,153.749,0.004,211
2026-09-11T18:55:29.234+00:00,153.746,153.752,0.006,211
2026-09-11T18:55:29.435+00:00,153.746,153.749,0.003,211
2026-09-11T18:55:29.633+00:00,153.747,153.75,0.003,211
2026-09-11T18:55:30.578+00:00,153.745,153.748,0.003,211
2026-09-11T18:55:30.782+00:00,153.747,153.75,0.003,211
2026-09-11T18:55:30.985+00:00,153.748,153.751,0.003,211
2026-09-11T18:55:31.185+00:00,153.747,153.75,0.003,211
2026-09-11T18:55:31.588+00:00,153.745,153.748,0.003,211
2026-09-11T18:55:31.788+00:00,153.746,153.749,0.003,211
2026-09-11T18:55:31.988+00:00,153.747,153.75,0.003,211
2026-09-11T18:55:33.435+00:00,153.746,153.749,0.003,211
2026-09-11T18:55:33.931+00:00,153.747,153.75,0.003,211
2026-09-11T18:55:36.663+00:00,153.746,153.749,0.003,211
2026-09-11T18:55:36.873+00:00,153.747,153.75,0.003,211
2026-09-11T18:55:37.459+00:00,153.746,153.749,0.003,211
2026-09-11T18:55:37.665+00:00,153.747,153.75,0.003,211
2026-09-11T18:55:38.033+00:00,153.746,153.749,0.003,211
2026-09-11T18:55:38.229+00:00,153.745,153.748,0.003,211
2026-09-11T18:55:39.246+00:00,153.746,153.749,0.003,211
2026-09-11T18:55:39.647+00:00,153.745,153.748,0.003,211
2026-09-11T18:55:39.850+00:00,153.746,153.749,0.003,211
2026-09-11T18:55:40.249+00:00,153.745,153.748,0.003,211
2026-09-11T18:55:41.004+00:00,153.744,153.746,0.002,211
2026-09-11T18:55:41.204+00:00,153.747,153.75,0.003,211
2026-09-11T18:55:41.406+00:00,153.744,153.747,0.003,211
2026-09-11T18:55:41.605+00:00,153.745,153.748,0.003,211
2026-09-11T18:55:41.805+00:00,153.744,153.747,0.003,211
2026-09-11T18:55:42.012+00:00,153.745,153.748,0.003,211
2026-09-11T18:55:43.424+00:00,153.743,153.746,0.003,211
2026-09-11T18:55:43.625+00:00,153.737,153.74,0.003,211
2026-09-11T18:55:43.827+00:00,153.736,153.739,0.003,211
2026-09-11T18:55:44.025+00:00,153.737,153.738,0.001,211
2026-09-11T18:55:44.226+00:00,153.737,153.74,0.003,211
2026-09-11T18:55:44.429+00:00,153.736,153.739,0.003,211
2026-09-11T18:55:44.828+00:00,153.737,153.738,0.001,211
2026-09-11T18:55:45.028+00:00,153.736,153.739,0.003,211
2026-09-11T18:55:45.894+00:00,153.739,153.741,0.002,211
2026-09-11T18:55:46.094+00:00,153.738,153.741,0.003,211
2026-09-11T18:55:46.294+00:00,153.739,153.742,0.003,211
2026-09-11T18:55:46.499+00:00,153.738,153.741,0.003,211
2026-09-11T18:55:46.699+00:00,153.737,153.74,0.003,211
2026-09-11T18:55:46.903+00:00,153.738,153.741,0.003,211
2026-09-11T18:55:47.101+00:00,153.739,153.742,0.003,211
2026-09-11T18:55:47.703+00:00,153.737,153.74,0.003,211
2026-09-11T18:55:47.909+00:00,153.738,153.739,0.001,212
2026-09-11T18:55:48.713+00:00,153.739,153.739,0.0,212
2026-09-11T18:55:49.517+00:00,153.737,153.74,0.003,212
2026-09-11T18:55:49.723+00:00,153.738,153.74,0.002,212
2026-09-11T18:55:49.915+00:00,153.738,153.739,0.001,212
2026-09-11T18:55:50.403+00:00,153.736,153.739,0.003,212
2026-09-11T18:55:50.403+00:00,153.739,153.74,0.001,212
2026-09-11T18:55:51.009+00:00,153.738,153.739,0.001,212
2026-09-11T18:55:51.412+00:00,153.737,153.738,0.001,212
2026-09-11T18:55:52.213+00:00,153.737,153.739,0.002,212
2026-09-11T18:55:52.413+00:00,153.737,153.738,0.001,212
2026-09-11T18:55:52.614+00:00,153.738,153.739,0.001,212
2026-09-11T18:55:52.816+00:00,153.737,153.738,0.001,212
2026-09-11T18:55:53.420+00:00,153.739,153.74,0.001,212
2026-09-11T18:55:53.823+00:00,153.743,153.746,0.003,212
2026-09-11T18:55:54.625+00:00,153.742,153.745,0.003,212
2026-09-11T18:55:55.025+00:00,153.744,153.747,0.003,212
2026-09-11T18:55:55.226+00:00,153.743,153.746,0.003,212
2026-09-11T18:55:56.432+00:00,153.744,153.747,0.003,212
2026-09-11T18:55:58.243+00:00,153.745,153.748,0.003,212
2026-09-11T18:55:58.450+00:00,153.744,153.747,0.003,212
2026-09-11T18:55:58.650+00:00,153.743,153.746,0.003,212
2026-09-11T18:55:58.851+00:00,153.744,153.747,0.003,212
2026-09-11T18:56:01.373+00:00,153.743,153.746,0.003,212
2026-09-11T18:56:01.575+00:00,153.744,153.747,0.003,212
2026-09-11T18:56:02.182+00:00,153.743,153.746,0.003,212
2026-09-11T18:56:02.378+00:00,153.744,153.747,0.003,212
2026-09-11T18:56:03.080+00:00,153.746,153.749,0.003,212
2026-09-11T18:56:03.283+00:00,153.747,153.748,0.001,212
2026-09-11T18:56:03.613+00:00,153.747,153.749,0.002,212
2026-09-11T18:56:03.787+00:00,153.748,153.749,0.001,212
2026-09-11T18:56:03.986+00:00,153.747,153.748,0.001,212
2026-09-11T18:56:04.711+00:00,153.746,153.747,0.001,212
2026-09-11T18:56:04.910+00:00,153.747,153.748,0.001,212
2026-09-11T18:56:05.710+00:00,153.748,153.749,0.001,212
2026-09-11T18:56:05.909+00:00,153.749,153.75,0.001,212
2026-09-11T18:56:06.716+00:00,153.749,153.749,0.0,212
2026-09-11T18:56:07.568+00:00,153.748,153.748,0.0,212
2026-09-11T18:56:07.768+00:00,153.749,153.749,0.0,212
2026-09-11T18:56:07.968+00:00,153.748,153.748,0.0,212
2026-09-11T18:56:08.172+00:00,153.747,153.75,0.003,212
2026-09-11T18:56:09.189+00:00,153.748,153.749,0.001,212
2026-09-11T18:56:09.587+00:00,153.749,153.752,0.003,212
2026-09-11T18:56:09.986+00:00,153.75,153.753,0.003,212
2026-09-11T18:56:10.189+00:00,153.751,153.752,0.001,212
2026-09-11T18:56:10.386+00:00,153.751,153.754,0.003,212
2026-09-11T18:56:10.588+00:00,153.749,153.752,0.003,212
2026-09-11T18:56:11.189+00:00,153.749,153.75,0.001,212
2026-09-11T18:56:11.391+00:00,153.747,153.75,0.003,212
