ts_recv_utc,bid,ask,spread,msg_seq
2026-09-11T17:24:49.274+00:00,153.684,153.687,0.003,8
2026-09-11T17:24:49.810+00:00,153.684,153.686,0.002,8
2026-09-11T17:24:49.993+00:00,153.684,153.687,0.003,8
2026-09-11T17:24:50.196+00:00,153.683,153.686,0.003,8
2026-09-11T17:24:50.424+00:00,153.68,153.683,0.003,8
2026-09-11T17:24:50.598+00:00,153.682,153.685,0.003,8
2026-09-11T17:24:51.415+00:00,153.683,153.686,0.003,8
2026-09-11T17:24:52.013+00:00,153.681,153.684,0.003,8
2026-09-11T17:24:52.217+00:00,153.682,153.685,0.003,8
2026-09-11T17:24:53.222+00:00,153.682,153.683,0.001,8
2026-09-11T17:24:53.422+00:00,153.68,153.683,0.003,8
2026-09-11T17:24:53.827+00:00,153.681,153.684,0.003,8
2026-09-11T17:24:54.688+00:00,153.68,153.684,0.004,8
2026-09-11T17:24:55.023+00:00,153.679,153.682,0.003,8
2026-09-11T17:24:55.087+00:00,153.68,153.682,0.002,8
2026-09-11T17:24:55.289+00:00,153.681,153.687,0.006,8
2026-09-11T17:24:55.491+00:00,153.681,153.683,0.002,8
2026-09-11T17:24:55.688+00:00,153.682,153.685,0.003,8
2026-09-11T17:24:55.889+00:00,153.679,153.682,0.003,9
2026-09-11T17:24:56.089+00:00,153.68,153.683,0.003,9
2026-09-11T17:24:57.684+00:00,153.681,153.684,0.003,9
2026-09-11T17:24:58.202+00:00,153.68,153.683,0.003,9
2026-09-11T17:24:58.603+00:00,153.679,153.681,0.002,9
2026-09-11T17:24:58.809+00:00,153.68,153.683,0.003,9
2026-09-11T17:24:59.004+00:00,153.678,153.681,0.003,9
2026-09-11T17:24:59.605+00:00,153.679,153.682,0.003,9
2026-09-11T17:24:59.806+00:00,153.681,153.684,0.003,9
