Close,reference_price,reference_regime,directional_distance,scale,normalized_measurement,signal
1.09952,1.0988893434766003,1.0,0.0006306565233997752,0.0009528571428571521,0.6618584203595778,1.0
1.0999,1.0990780487965628,1.0,0.00082195120343731,0.0009542857142857171,0.8613261113864001,1.0
1.09899,1.0990960279921413,1.0,-0.0001060279921414331,0.000970714285714285,0.1092267763046405,1.0
1.09897,1.099099722886054,1.0,-0.00012972288605395121,0.0009828571428571425,0.13198549453163647,1.0
1.09932,1.0991058115968313,1.0,0.00021418840316878018,0.001005000000000002,0.21312278922266642,1.0
1.09847,1.0991039312722974,1.0,-0.0006339312722973833,0.0009900000000000147,0.6403346184821959,1.0
1.09886,1.09910164454583,1.0,-0.00024164454582997763,0.0009528571428571679,0.2535999731349024,1.0
1.09866,1.0991101082577432,1.0,-0.0004501082577432758,0.0009200000000000161,0.4892481062426825,1.0
1.0994,1.0991106204669214,1.0,0.0002893795330785043,0.0009242857142857267,0.313084502557883,1.0
1.09987,1.0991147595445327,1.0,0.0007552404554671543,0.000937857142857149,0.805283044671751,1.0
1.10079,1.099518314343078,1.0,0.0012716856569219281,0.0009400000000000043,1.3528570818318322,1.0
1.1007,1.0995229976020684,1.0,0.0011770023979316147,0.0009392857142857139,1.2530824008397423,1.0
1.10073,1.0995368505295944,1.0,0.0011931494704056078,0.0009092857142857077,1.3121832353243228,1.0
1.10012,1.0995449083269297,1.0,0.0005750916730702382,0.0009507142857142968,0.6049048401940827,1.0
1.10039,1.0995569925062076,1.0,0.0008330074937923371,0.0009785714285714317,0.8512485338023855,1.0
1.10064,1.099561014524295,1.0,0.0010789854757049522,0.0009492857142857002,1.1366287930676866,1.0
1.10051,1.0995763000867853,1.0,0.0009336999132147916,0.0009057142857142716,1.0308989578081456,1.0
1.10103,1.09980759467864,1.0,0.0012224053213598651,0.0009049999999999812,1.350724111999879,1.0
1.10089,1.0998319917787116,1.0,0.0010580082212883202,0.0008442857142856942,1.253140025214622,1.0
1.10149,1.1000539058124605,1.0,0.0014360941875395383,0.0008742857142856846,1.6425913909766519,1.0
1.10182,1.100229103492539,1.0,0.001590896507460915,0.0008678571428571187,1.833131778144315,1.0
1.10167,1.1002416088751565,1.0,0.0014283911248433867,0.0008621428571428431,1.6567916941017182,1.0
1.1025,1.1005298124259824,1.0,0.001970187574017679,0.0009007142857142865,2.187361303429618,1.0
1.10161,1.1005458245784712,1.0,0.0010641754215288124,0.0009371428571428586,1.1355530412654993,1.0
1.10169,1.100552806786788,1.0,0.00113719321321204,0.0008771428571428462,1.2964743473101594,1.0
1.10091,1.1005568738188791,1.0,0.00035312618112093297,0.000911428571428563,0.3874425184712466,1.0
1.10075,1.1005608041700063,1.0,0.00018919582999354922,0.0008957142857142854,0.21122341466584452,1.0
1.09977,1.1011658900637091,-1.0,-0.0013958900637092153,0.0009478571428571352,1.4726797959253333,-1.0
1.10076,1.1011663662832918,-1.0,-0.0004063662832918258,0.0009921428571428542,0.4095844468024174,-1.0
1.10161,1.1011642318414547,-1.0,0.00044576815854524554,0.0010292857142857167,0.43308495625492177,-1.0
1.10105,1.1011621829877543,-1.0,-0.00011218298775417246,0.001069285714285725,0.10491394980350023,-1.0
1.10088,1.101162448315879,-1.0,-0.00028244831587898034,0.0010385714285714442,0.27195848846668946,-1.0
1.10185,1.1001217512914385,1.0,0.001728248708561475,0.0011142857142857343,1.5509924307602703,1.0
1.10259,1.1004607052575868,1.0,0.0021292947424131903,0.0011071428571428937,1.9232339608892695,1.0
1.10273,1.1006774344841785,1.0,0.0020525655158214473,0.0010607142857143195,1.9350786007743668,1.0
1.10326,1.1009157649111727,1.0,0.0023442350888271957,0.0011078571428571684,2.116008461868471,1.0
1.10413,1.101319622128378,1.0,0.002810377871621972,0.0010878571428571643,2.5834071045769424,1.0
1.10335,1.1013290091294874,1.0,0.0020209908705126622,0.0010885714285714387,1.856553293121851,1.0
1.10242,1.101327633347987,1.0,0.001092366652013066,0.0011621428571428893,0.9399590121808543,1.0
1.10276,1.1013394747870764,1.0,0.0014205252129235735,0.001128571428571463,1.2586932266411028,1.0
1.10299,1.1013549697011151,1.0,0.0016350302988847876,0.0011278571428571724,1.4496785423930605,1.0
1.1027,1.1013714115480178,1.0,0.0013285884519822488,0.0010735714285714515,1.2375408069029332,1.0
1.10303,1.1013981307101894,1.0,0.001631869289810517,0.0010164285714286006,1.6054933279934351,1.0
1.1023,1.1014057108827011,1.0,0.0008942891172989409,0.0010307142857143134,0.8676401692435785,1.0
